ApplicationDate;requested_amount;has_co_adress;CivilStatus;NrOfChildren;age;Has_Co_Appl_Flag;UC_Req_L3M;UC_Req_L6M;UC_Req_L12M;Bureau_Score;Blanco_loan_debt;NumberOfLoans;Has_Mortgage;default_flag;income_year1;income_year2;refinance_flag;has_repayment_loan;has_creditcard_loan;gender;broker_id;NrOfCars
82019;50000;0;Cohabiting;0;33;0;12;12;14;5.2;298416;3;0;0;$308,300.00;$280,000.00;1;0;0;F;10;5
82019;45000;0;Cohabiting;1;33;0;9;9;15;0.9;119304;11;1;0;$388,700.00;$390,600.00;0;1;1;M;3;1
82019;400000;0;Single;0;32;0;1;3;4;8.6;673748;7;0;1;$180,900.00;$265,000.00;1;1;1;F;8;2
82019;300000;0;Cohabiting;2;32;0;5;8;14;19.4;294355;14;0;0;$302,800.00;$358,000.00;1;1;1;M;10;4
82019;150000;0;Cohabiting;1;28;0;2;3;3;1.7;190227;4;0;0;$339,600.00;$312,300.00;1;0;1;M;14;1
82019;300000;0;Cohabiting;0;27;0;13;25;33;10.1;347774;6;0;1;$253,400.00;$244,900.00;1;0;1;F;10;4
82019;300000;0;Single;0;27;0;8;8;8;1;0;0;0;0;$256,000.00;$191,000.00;0;0;0;M;8;2
82019;400000;0;Cohabiting;1;26;0;8;10;12;2.6;407525;6;1;0;$341,600.00;$418,600.00;1;0;1;M;8;5
82019;10000;0;Single;0;23;0;6;12;27;4;377301;5;0;0;$310,900.00;$363,700.00;0;1;1;M;10;10
82019;400000;0;Cohabiting;0;21;0;11;12;15;1.2;299144;3;0;1;$339,400.00;$311,700.00;1;0;0;M;6;0
82019;80000;0;Single;0;50;0;2;10;19;11.4;505885;6;0;0;$357,900.00;$325,300.00;1;0;0;M;10;2
82019;60000;0;Cohabiting;0;34;0;6;10;12;4;219147;3;0;0;$295,600.00;$271,300.00;1;0;1;M;10;4
82019;350000;0;Single;0;33;0;4;10;24;7.9;632067;9;0;0;$255,800.00;$192,900.00;1;0;0;M;2;6
82019;100000;0;Cohabiting;0;26;0;4;6;6;3.1;362031;4;0;0;$264,800.00;$252,800.00;1;1;0;M;10;0
82019;20000;0;Single;0;35;0;8;10;18;1.9;708741;19;1;0;$184,900.00;$225,600.00;0;1;1;F;8;1
82019;70000;0;Cohabiting;2;29;0;1;3;7;11.6;245037;6;0;0;$267,400.00;$272,700.00;1;1;1;F;10;5
82019;60000;0;Cohabiting;2;29;0;4;7;9;12.7;118499;3;0;0;$237,800.00;$313,700.00;1;0;1;M;10;3
82019;230000;0;Cohabiting;0;22;0;20;50;55;7.2;125035;4;0;1;$198,200.00;$158,800.00;1;0;0;F;10;1
82019;10000;0;Single;2;44;0;1;3;5;3.6;122285;7;1;0;$336,700.00;$248,700.00;0;0;1;F;8;4
82019;100000;0;Married;0;45;0;3;6;7;0.9;652786;18;1;0;$309,900.00;$295,000.00;1;0;1;M;8;1
82019;350000;0;Married;1;33;0;15;15;25;1.3;248063;1;0;0;$316,800.00;$317,000.00;1;0;0;M;14;5
82019;50000;0;Cohabiting;2;38;0;7;14;18;10.7;268039;3;0;0;$186,300.00;$203,700.00;1;0;1;F;2;3
82019;10000;0;Cohabiting;0;29;0;6;24;34;17.2;98575;4;0;0;$281,700.00;$247,300.00;1;0;1;M;1;3
82019;150000;0;Married;2;43;0;6;8;12;15.8;367603;9;1;0;;$281,500.00;1;0;1;F;14;6
82019;100000;0;Cohabiting;0;51;0;5;5;25;2.8;504532;8;0;0;$246,400.00;$271,800.00;0;0;1;F;10;5
82019;50000;0;Cohabiting;0;43;0;1;1;3;5.3;285660;11;0;0;$351,400.00;$157,400.00;1;0;1;F;16;1
82019;400000;0;Single;0;46;0;1;3;3;2.1;680361;5;0;0;$325,400.00;$291,100.00;1;0;1;M;8;4
82019;400000;0;Single;0;36;0;3;5;7;2.5;510759;10;0;0;$385,100.00;$377,400.00;1;0;1;M;8;6
82019;250000;0;Single;0;58;0;8;12;24;17.2;727400;16;0;0;$279,400.00;$304,800.00;1;1;1;M;1;1
82019;260000;0;Single;0;49;0;3;6;9;13.2;275032;10;1;0;$255,200.00;$268,800.00;0;0;1;M;2;0
82019;60000;0;Single;1;42;0;4;5;8;3.8;125000;4;1;0;$359,400.00;$373,600.00;1;1;1;M;8;4
82019;40000;0;Cohabiting;1;40;0;4;5;11;13.2;353089;15;0;0;$395,700.00;$324,600.00;1;1;1;M;10;5
82019;310000;0;Married;1;39;0;2;2;2;1.5;252282;7;0;0;$298,900.00;$292,700.00;1;1;1;M;6;0
82019;260000;0;Cohabiting;3;36;0;2;8;31;20;178160;3;0;0;$284,100.00;$151,900.00;1;0;1;M;10;2
82019;300000;0;Cohabiting;2;35;0;12;21;30;10.1;339717;13;0;0;$317,900.00;$295,000.00;0;0;1;F;10;1
82019;70000;1;Single;0;34;0;2;2;3;7.1;199030;11;0;0;$196,100.00;$261,100.00;1;1;1;M;8;0
82019;400000;0;Married;0;27;0;6;18;30;17.4;380826;4;0;0;$402,500.00;$327,600.00;1;1;1;M;10;0
82019;10000;0;Cohabiting;0;25;0;3;5;11;21.4;402490;5;0;0;$253,200.00;$296,200.00;1;0;1;F;8;4
82019;10000;0;Single;0;24;0;3;9;24;8.3;8431;4;0;0;$300,600.00;$299,700.00;0;0;1;M;8;4
82019;100000;0;Single;0;23;0;4;5;6;9.2;194542;3;0;0;$276,300.00;$302,400.00;1;0;1;M;8;1
82019;60000;0;Cohabiting;0;23;0;2;3;10;9.4;164443;6;0;0;$264,100.00;$171,500.00;1;1;1;M;2;2
82019;150000;0;Single;0;22;0;1;3;5;8.6;91080;3;0;0;$190,000.00;$74,700.00;0;0;1;M;12;3
82019;40000;0;Married;2;59;0;5;13;18;16.3;559650;21;1;0;;$593,000.00;0;1;1;M;1;8
82019;400000;0;Single;1;50;0;12;14;22;6.1;200000;2;0;1;$237,800.00;$165,500.00;1;1;0;F;10;2
82019;390000;0;Married;0;49;0;12;12;30;3.8;348135;8;0;0;$256,000.00;$233,200.00;1;1;1;M;12;4
82019;10000;0;Cohabiting;0;48;0;3;3;4;8.6;0;11;0;0;$184,600.00;$187,200.00;0;1;1;F;14;4
82019;300000;0;Married;2;46;0;6;6;15;2.7;0;1;0;1;$245,600.00;$139,100.00;0;0;1;M;10;4
82019;400000;0;Married;0;40;0;1;1;8;6.3;716440;9;0;1;$448,400.00;$377,800.00;1;0;1;M;2;10
82019;200000;0;Married;1;39;0;2;12;12;13.9;733731;7;0;0;$318,600.00;$371,500.00;1;0;1;M;10;2
82019;50000;0;Cohabiting;0;28;0;2;4;6;13.4;277990;9;0;0;$262,800.00;$124,500.00;1;1;1;F;10;1
82019;100000;0;Single;0;25;0;13;15;16;4.6;298524;8;1;0;$270,600.00;$241,900.00;0;1;0;M;10;2
82019;300000;0;Married;1;45;0;1;2;6;6.2;674471;5;0;0;$282,600.00;$289,700.00;1;0;1;M;9;2
82019;50000;0;Married;2;40;0;2;6;10;6.6;417137;12;1;0;$290,500.00;$338,400.00;1;1;1;M;10;4
82019;400000;0;Married;0;37;0;2;10;12;8.7;74294;3;0;1;$198,200.00;$99,100.00;0;0;1;F;2;3
82019;400000;0;Single;0;62;0;2;5;7;5.8;271090;12;1;0;$244,100.00;$194,600.00;1;0;1;M;8;2
82019;100000;0;Single;0;57;0;12;21;39;12.7;330417;11;1;0;$242,800.00;$322,900.00;1;0;1;F;12;5
82019;400000;0;Married;1;51;0;2;3;4;1.4;598196;5;0;0;$228,500.00;$217,900.00;1;0;1;M;8;2
82019;20000;0;Cohabiting;1;43;0;3;4;13;22.3;137779;17;0;0;$164,200.00;$172,500.00;1;1;1;F;16;3
82019;60000;0;Married;2;33;0;11;12;18;8.3;0;6;0;0;$506,200.00;$325,700.00;1;1;1;M;10;2
82019;240000;0;Cohabiting;0;62;0;2;4;5;3.5;417718;8;1;0;$335,100.00;$498,000.00;1;0;1;M;8;1
82019;30000;0;Married;0;52;0;1;1;9;3.6;352793;12;1;0;$257,300.00;$226,500.00;0;1;1;F;1;3
82019;340000;0;Married;0;56;0;6;12;20;9.2;356614;12;0;0;$205,500.00;$181,400.00;1;0;1;F;12;1
82019;400000;0;Married;0;26;0;4;4;16;6.1;477216;9;1;0;$312,000.00;$287,000.00;1;0;1;F;8;1
82019;20000;0;Single;0;24;0;6;6;11;12.7;128155;7;0;0;$185,100.00;$207,900.00;0;1;1;F;10;3
82019;100000;0;Single;0;22;0;18;22;64;11.9;0;0;0;1;$153,200.00;$130,000.00;0;0;0;F;10;3
82019;400000;0;Married;3;56;0;2;2;10;0.6;0;1;0;0;$253,100.00;$238,300.00;1;0;0;M;9;0
82019;400000;0;Married;0;52;0;1;2;8;0.6;597566;13;1;0;$211,000.00;$225,800.00;1;0;1;F;8;1
82019;400000;0;Married;0;58;0;2;2;3;3.1;558171;6;0;0;$232,700.00;$250,200.00;1;0;1;M;6;4
82019;400000;0;Single;0;31;0;10;16;19;13.7;289460;2;0;0;$300,000.00;$260,000.00;1;0;0;F;2;4
82019;260000;0;Single;0;59;0;4;4;4;3.1;391055;5;0;0;$220,000.00;$217,400.00;1;0;0;M;14;1
82019;50000;0;Married;2;56;0;1;3;9;3.8;93320;13;1;0;$310,700.00;$300,200.00;1;0;1;M;10;3
82019;80000;0;Cohabiting;2;43;0;12;14;32;3.5;485954;16;1;0;$213,900.00;$262,300.00;0;0;1;F;10;3
82019;50000;0;Married;1;36;0;3;10;34;11.8;449048;19;1;0;$243,100.00;$162,800.00;0;1;1;F;10;4
82019;300000;0;Single;0;36;0;1;1;1;0.9;151666;2;0;1;$225,400.00;$202,000.00;0;0;0;M;10;4
82019;200000;0;Single;0;28;0;3;12;19;15.2;187249;3;0;0;$269,000.00;$44,600.00;0;0;0;F;10;2
82019;250000;0;Cohabiting;0;27;1;4;10;14;7.9;397606;3;0;0;$321,100.00;$297,400.00;1;0;1;M;2;4
82019;400000;0;Single;0;26;0;3;3;6;7.3;182163;4;0;0;$142,200.00;$27,200.00;1;1;1;M;2;2
82019;400000;0;Cohabiting;2;33;0;2;6;30;17.2;305271;12;1;0;$272,800.00;$262,300.00;1;0;1;M;10;5
82019;100000;0;Single;0;31;0;1;4;11;6;0;0;0;0;$256,300.00;$20,700.00;1;0;0;M;14;4
82019;160000;0;Cohabiting;1;31;0;3;6;10;10;81504;16;1;0;$510,900.00;$474,100.00;1;1;1;M;10;1
82019;210000;0;Cohabiting;0;25;0;3;3;6;8;483119;5;0;0;$257,100.00;$228,100.00;1;0;1;M;10;2
82019;400000;0;Married;0;51;0;1;1;3;13.5;0;0;0;0;$167,700.00;$64,600.00;1;0;0;F;2;4
82019;100000;0;Married;0;33;0;25;25;65;3.4;100350;2;0;0;$225,200.00;$0.00;0;0;1;M;10;3
82019;60000;0;Single;0;55;0;11;15;16;18.3;164332;5;0;0;$337,800.00;$344,400.00;0;1;1;F;10;0
82019;100000;0;Single;0;53;0;2;7;12;9.4;48741;3;1;0;$170,700.00;$245,400.00;0;0;1;F;10;1
82019;100000;0;Cohabiting;1;49;0;12;16;28;3.7;669720;11;1;0;$264,900.00;$257,400.00;1;1;1;M;14;3
82019;30000;0;Cohabiting;1;38;0;10;14;18;7;110387;15;1;0;$230,900.00;$140,400.00;0;1;1;M;10;6
82019;40000;0;Cohabiting;0;60;0;2;2;4;0.5;0;2;0;0;$166,700.00;$97,200.00;0;0;0;M;3;4
82019;370000;0;Married;2;42;0;3;7;12;21.6;310796;11;0;0;$313,100.00;$352,600.00;1;0;1;M;2;3
82019;20000;0;Single;0;39;0;2;5;9;12.1;473820;8;0;0;$326,200.00;$389,000.00;0;1;1;M;10;2
82019;20000;0;Married;2;35;0;12;42;64;23.5;675324;8;0;1;$256,800.00;$285,200.00;0;0;1;M;10;3
82019;150000;0;Married;1;39;0;6;22;26;6.1;200000;4;1;0;;$26,000.00;1;0;1;M;14;2
82019;200000;0;Single;0;25;0;22;30;50;5.5;171940;7;0;0;$288,800.00;$292,800.00;1;0;1;M;8;1
82019;50000;0;Single;0;52;0;12;16;16;1;58000;1;0;0;;$249,600.00;0;0;0;M;14;6
82019;30000;0;Single;0;56;0;9;18;30;14.4;441645;22;1;0;$1,041,400.00;$1,017,900.00;0;0;1;M;10;1
82019;20000;0;Married;0;54;0;2;2;8;11;220861;4;1;0;$318,600.00;$332,900.00;0;0;1;F;3;0
82019;10000;0;Cohabiting;2;35;0;3;5;6;2;376711;18;1;0;$395,100.00;$388,500.00;1;1;1;M;1;1
82019;150000;0;Married;2;37;0;12;14;82;7.3;0;2;0;1;$494,200.00;$18,600.00;1;0;1;M;1;4
82019;400000;0;Married;0;47;0;16;24;36;6.5;660181;8;0;0;$305,400.00;$298,300.00;1;1;1;F;10;0
82019;160000;0;Single;0;25;0;4;6;14;9.7;133962;6;0;0;$268,200.00;$264,800.00;1;1;1;M;10;0
82019;130000;0;Cohabiting;0;58;0;4;4;6;5;500140;11;1;0;$394,900.00;$403,300.00;1;0;1;F;1;2
82019;320000;0;Married;0;58;0;3;5;9;5.1;487766;11;1;0;$365,000.00;$388,400.00;1;0;1;F;8;2
82019;250000;0;Cohabiting;0;52;0;4;6;11;3.4;302670;9;1;0;$423,700.00;$399,900.00;0;0;1;M;1;4
82019;20000;0;Married;2;46;0;3;7;11;6.9;614718;6;1;0;$511,500.00;$599,300.00;0;0;1;M;10;5
82019;30000;0;Single;0;42;0;2;3;3;0.5;382454;8;1;0;$316,000.00;$295,500.00;1;0;0;M;8;3
82019;200000;0;Cohabiting;0;41;0;3;3;8;6.3;616782;15;0;0;$314,800.00;$309,400.00;1;0;1;M;10;3
82019;20000;0;Married;1;40;0;3;10;20;24.3;475954;27;0;0;$383,900.00;$365,200.00;0;1;1;M;10;3
82019;300000;0;Single;2;37;0;3;4;6;17.8;249003;5;0;0;$283,200.00;$284,800.00;1;0;1;M;8;4
82019;100000;0;Cohabiting;2;35;0;20;21;40;2.5;680244;9;1;0;$324,200.00;$367,000.00;0;0;0;M;2;2
82019;10000;0;Married;1;34;0;12;12;36;17.8;33937;6;0;0;$198,200.00;$152,800.00;0;1;1;M;8;1
82019;400000;0;Married;2;34;0;2;4;20;2.4;667236;12;1;0;$369,600.00;$284,500.00;1;0;1;F;10;1
82019;120000;0;Single;0;32;0;5;10;21;15.7;34542;4;0;0;$293,900.00;$59,800.00;0;0;1;M;10;2
82019;40000;0;Cohabiting;0;32;0;2;9;16;13.4;496346;9;0;1;$559,900.00;$407,700.00;0;0;1;M;8;2
82019;50000;0;Cohabiting;2;32;0;1;1;2;2;292783;16;1;0;$316,400.00;$305,100.00;1;1;1;F;10;4
82019;100000;0;Single;0;31;0;5;9;10;17.4;454659;10;0;1;$361,600.00;$391,500.00;1;1;1;M;8;4
82019;140000;0;Single;0;30;0;12;12;24;4.6;0;2;0;1;$219,700.00;$205,300.00;1;0;1;F;10;0
82019;50000;0;Single;0;26;0;7;8;8;8.7;97043;3;0;0;$169,800.00;$123,800.00;1;0;1;F;8;4
82019;400000;0;Cohabiting;0;24;0;1;4;8;4.5;764018;4;0;0;$393,100.00;$325,900.00;1;0;0;M;8;4
82019;40000;0;Single;0;21;0;12;33;48;17.7;0;0;0;0;$156,200.00;$27,900.00;1;0;0;M;10;0
82019;100000;0;Cohabiting;0;61;0;6;10;14;13.4;604730;4;0;1;$246,800.00;$256,600.00;1;0;1;M;14;0
82019;100000;0;Married;1;57;0;1;3;5;4.4;299086;18;0;0;$265,900.00;$306,400.00;1;1;1;M;10;3
82019;100000;1;Cohabiting;0;56;0;4;5;6;8.1;724423;10;0;0;$265,600.00;$244,800.00;1;0;1;F;14;1
82019;120000;0;Married;2;54;0;4;5;6;3.1;431272;12;1;0;;$568,100.00;1;0;1;M;10;4
82019;10000;0;Married;0;53;0;6;12;20;3.7;213132;18;1;0;;$162,000.00;0;0;1;F;10;10
82019;400000;0;Cohabiting;0;52;0;2;2;4;4;691158;4;0;0;$300,000.00;$287,100.00;1;0;1;F;11;3
82019;30000;0;Single;1;51;0;4;4;7;15.5;593724;16;1;0;$273,000.00;$291,400.00;0;1;1;M;2;4
82019;300000;0;Cohabiting;0;48;0;4;5;6;9.6;362877;6;1;0;$315,400.00;$302,800.00;1;1;1;F;2;2
82019;400000;0;Single;1;47;0;1;3;7;21.2;337815;12;0;0;$427,300.00;$407,800.00;1;1;1;F;8;1
82019;320000;0;Married;2;39;0;6;10;24;16.5;234168;5;0;0;$206,000.00;$213,700.00;1;0;1;F;8;4
82019;80000;0;Cohabiting;4;39;0;8;14;22;18.7;324581;13;0;0;$446,600.00;$437,800.00;0;1;1;M;2;8
82019;30000;0;Single;1;38;0;6;10;14;10.9;457657;12;0;0;$384,100.00;$381,100.00;1;1;1;M;10;5
82019;150000;0;Married;1;38;0;2;6;6;5;50199;1;0;0;$149,600.00;$78,100.00;1;0;0;M;6;3
82019;40000;0;Single;0;28;0;12;16;28;8.7;74389;3;0;0;$193,500.00;$132,600.00;1;0;0;F;8;1
82019;150000;0;Married;1;26;0;16;24;40;5.5;437133;3;0;0;$189,500.00;$292,800.00;1;1;0;M;2;1
82019;190000;0;Cohabiting;0;26;0;9;15;15;4.4;391635;3;0;0;$227,600.00;$334,200.00;1;0;0;M;10;5
82019;20000;0;Single;1;26;0;7;8;34;1.8;305750;3;0;0;$347,400.00;$394,300.00;1;0;0;M;10;2
82019;60000;0;Single;0;25;0;3;4;6;10.4;288212;5;0;0;$177,200.00;$227,700.00;0;0;1;F;8;1
82019;20000;0;Cohabiting;0;20;0;5;5;6;5.9;55586;5;1;0;$288,900.00;$150,100.00;1;1;1;F;8;0
82019;260000;0;Single;0;51;0;2;8;22;14.2;217082;6;0;0;$271,000.00;$272,800.00;1;1;1;M;10;4
82019;150000;0;Single;1;51;0;12;15;27;9.7;505094;15;0;0;$493,800.00;$325,800.00;1;1;1;F;12;1
82019;200000;0;Married;0;46;0;15;18;36;17.8;190500;15;0;0;$296,500.00;$274,000.00;1;1;1;F;9;3
82019;400000;0;Single;0;44;0;7;7;35;3.2;0;2;0;1;;$115,700.00;0;0;1;M;6;4
82019;80000;0;Single;2;43;0;4;8;15;24.4;0;2;0;0;$249,600.00;$113,700.00;0;0;1;M;10;8
82019;200000;0;Single;0;43;0;3;3;4;3.8;0;0;0;0;$157,400.00;$105,200.00;0;0;0;M;13;2
82019;150000;0;Married;2;39;0;3;8;13;24.6;73248;6;0;0;$286,700.00;$89,300.00;1;0;1;M;16;3
82019;400000;0;Single;0;36;0;2;7;15;21.1;425842;11;1;0;$287,600.00;$354,200.00;1;0;1;M;11;2
82019;10000;0;Single;0;34;0;2;2;8;1.6;27686;2;0;0;$265,500.00;$243,600.00;0;0;0;M;8;2
82019;400000;0;Cohabiting;2;33;0;4;4;8;1.4;480333;3;0;0;$199,300.00;$108,200.00;1;0;1;M;14;6
82019;20000;0;Single;0;29;0;3;3;6;2.3;35000;3;0;0;;$18,900.00;0;0;0;M;8;0
82019;250000;0;Married;1;25;0;9;24;81;10.2;0;3;0;0;$221,900.00;$115,200.00;1;0;1;M;10;1
82019;80000;0;Single;0;20;0;8;12;18;22.3;3932;5;0;0;$141,200.00;$62,500.00;1;1;1;M;10;2
82019;160000;0;Cohabiting;1;44;0;6;8;20;7.8;599847;8;0;0;$297,100.00;$319,800.00;1;0;1;F;8;2
82019;260000;0;Married;2;43;0;1;2;4;0.2;50894;8;1;0;$254,200.00;$193,700.00;1;0;1;M;10;5
82019;400000;0;Single;0;33;0;1;3;5;6.8;232455;9;0;0;$237,400.00;$262,100.00;1;0;1;F;10;3
82019;30000;0;Single;0;28;0;1;1;2;1.6;77256;1;0;0;$113,200.00;$189,200.00;0;0;0;F;10;4
82019;100000;0;Married;0;54;0;5;6;9;6.4;620285;17;0;0;$375,000.00;$352,300.00;1;0;1;M;10;2
82019;370000;0;Married;2;40;1;6;6;6;2.7;231775;6;0;0;$270,600.00;$262,100.00;1;0;1;F;10;3
82019;250000;0;Married;2;31;0;8;24;24;16.3;158320;2;0;0;$347,600.00;$214,900.00;1;0;1;M;14;2
82019;400000;0;Cohabiting;1;47;0;17;20;24;5.2;309562;10;0;0;$223,600.00;$245,400.00;1;0;1;M;11;1
82019;400000;0;Married;1;44;0;2;5;8;8.8;234812;5;1;0;$803,900.00;$141,300.00;0;0;1;M;8;5
82019;100000;0;Cohabiting;0;62;0;2;3;9;23.3;129479;9;1;0;;$102,300.00;1;0;1;F;8;10
82019;40000;1;Cohabiting;0;28;0;4;6;17;20.4;95423;4;0;1;$187,400.00;$190,600.00;1;1;1;M;1;2
82019;40000;0;Married;1;32;0;6;9;12;19.1;0;1;0;0;$209,300.00;$247,100.00;1;0;1;M;16;5
82019;50000;0;Married;1;53;0;2;4;4;4.2;358564;12;0;1;;$61,800.00;0;0;1;F;8;6
82019;270000;0;Cohabiting;0;57;0;5;10;10;1.2;558717;7;0;0;$281,500.00;$257,300.00;1;1;1;F;14;4
82019;400000;0;Cohabiting;1;48;0;1;2;4;7.3;545310;17;0;0;$305,500.00;$231,900.00;1;1;1;F;8;3
82019;10000;0;Cohabiting;1;45;0;5;10;13;17.7;34841;10;1;0;$260,600.00;$234,600.00;0;1;1;F;8;2
82019;200000;0;Single;0;43;0;10;12;14;10;387819;2;0;0;$281,500.00;$307,400.00;1;0;1;M;12;2
82019;280000;0;Single;2;41;0;7;19;24;11.8;211400;7;1;1;$260,700.00;$245,700.00;1;0;1;M;14;6
82019;130000;0;Single;1;38;0;1;2;4;1.6;308407;8;1;0;$234,800.00;$139,100.00;1;1;1;M;8;1
82019;400000;0;Married;0;37;0;8;14;24;19.3;93631;4;0;0;$179,900.00;$19,500.00;1;1;1;M;13;10
82019;200000;0;Single;0;35;0;2;2;2;1.2;423265;6;0;1;$398,000.00;$417,900.00;1;0;1;M;13;2
82019;400000;0;Married;0;33;0;7;12;18;5;447128;5;0;0;$361,300.00;$348,000.00;0;0;1;M;3;2
82019;20000;0;Single;0;33;0;6;10;14;13.4;0;7;1;0;$210,300.00;$264,700.00;0;0;1;M;10;1
82019;100000;0;Cohabiting;0;32;0;4;24;228;3.1;311945;8;1;0;$235,900.00;$251,700.00;0;0;1;F;3;3
82019;400000;0;Cohabiting;2;31;0;15;15;39;7.1;112972;3;0;0;$277,400.00;$270,300.00;0;0;1;M;1;1
82019;280000;0;Single;0;29;0;4;4;6;3.1;660151;12;0;1;$251,700.00;$295,400.00;1;0;1;M;14;6
82019;400000;0;Cohabiting;2;29;0;4;4;8;3.5;508012;2;0;0;$419,700.00;$387,800.00;1;0;0;M;8;1
82019;10000;0;Single;0;28;0;4;4;6;0.6;403546;6;0;0;$341,100.00;$328,800.00;0;1;1;F;10;4
82019;60000;0;Single;0;24;0;24;24;36;10;22638;3;0;1;$188,000.00;$416,200.00;0;0;0;M;2;0
82019;100000;0;Single;0;23;0;4;4;4;2.5;78985;2;0;0;$221,800.00;$192,300.00;0;0;1;M;8;5
82019;400000;0;Cohabiting;0;60;0;4;4;14;14;394717;11;0;0;;$241,400.00;1;0;1;F;13;8
82019;60000;0;Married;0;55;0;1;2;7;8.2;559010;15;1;0;$255,700.00;$402,600.00;0;0;1;M;10;0
82019;50000;1;Single;0;54;0;4;6;15;16.2;557666;10;0;0;$256,400.00;$222,300.00;0;0;1;M;1;1
82019;120000;0;Cohabiting;0;52;0;2;3;5;4.6;332944;8;1;0;$233,300.00;$234,900.00;1;0;1;M;10;5
82019;60000;0;Married;0;49;0;6;9;12;20.4;302413;14;0;0;$222,000.00;$193,700.00;0;1;1;F;1;5
82019;150000;0;Single;0;40;0;4;12;24;22.9;337211;8;0;0;$229,000.00;$244,300.00;1;0;1;M;14;4
82019;20000;0;Married;2;39;0;5;9;15;11.3;508472;35;1;0;$420,700.00;$376,600.00;0;1;1;F;10;5
82019;400000;0;Married;1;35;0;4;8;10;2.3;29331;2;0;0;$219,500.00;$175,300.00;0;0;0;M;6;2
82019;100000;0;Married;0;35;0;4;12;20;1.8;222159;2;0;0;$253,700.00;$249,400.00;0;0;0;F;10;6
82019;400000;0;Single;0;33;0;6;6;6;0.2;0;4;1;0;$167,800.00;$152,800.00;1;0;1;M;13;8
82019;350000;0;Cohabiting;1;32;0;2;4;4;0.7;484646;7;1;1;$223,400.00;$216,500.00;1;0;1;F;14;1
82019;100000;0;Cohabiting;0;29;0;9;15;27;17.4;537734;15;1;0;$269,700.00;$296,000.00;0;0;1;M;10;2
82019;80000;0;Cohabiting;2;29;0;2;2;2;1.3;30338;5;0;0;$186,300.00;$139,100.00;0;1;1;F;3;1
82019;50000;0;Single;0;27;0;8;9;12;17.5;342658;8;0;0;$504,700.00;$573,500.00;0;0;1;M;14;2
82019;10000;0;Single;0;26;0;5;10;23;17.4;9720;3;0;0;$202,700.00;$205,000.00;0;1;1;F;2;5
82019;80000;0;Married;0;60;0;3;3;6;7.7;211266;8;0;0;;$252,400.00;1;1;1;F;2;8
82019;160000;0;Married;1;54;0;4;8;13;20.3;45163;7;0;0;$141,500.00;$132,700.00;0;1;1;M;10;1
82019;20000;0;Cohabiting;1;52;0;8;10;18;11.1;586875;13;0;0;$194,200.00;$206,600.00;0;1;1;F;14;3
82019;50000;0;Married;1;48;0;3;7;22;14.1;253534;19;1;0;$286,800.00;$274,400.00;1;1;1;M;10;1
82019;400000;0;Married;2;45;0;3;3;4;0.3;740017;8;1;0;$350,100.00;$389,700.00;1;1;0;M;14;4
82019;170000;0;Married;1;45;0;8;12;12;9.1;19978;11;0;0;$210,600.00;$232,900.00;1;1;1;M;1;4
82019;40000;0;Married;2;45;0;2;3;6;2.8;578040;10;0;0;$341,900.00;$313,900.00;1;1;1;M;8;0
82019;400000;0;Married;2;41;0;4;8;28;16.5;351670;11;1;0;$321,200.00;$306,700.00;1;0;1;F;9;0
82019;400000;0;Single;0;41;0;8;10;18;14.8;510140;9;0;0;;$334,400.00;1;0;1;M;14;4
82019;50000;0;Married;2;40;0;3;6;19;13.2;1315;4;0;0;$307,000.00;$180,500.00;0;0;1;M;1;4
82019;400000;0;Married;1;38;0;2;4;9;7.6;239060;10;0;0;$348,400.00;$424,900.00;1;0;1;F;12;0
82019;400000;0;Cohabiting;2;38;0;4;8;17;9.9;35662;14;1;0;$273,700.00;$305,600.00;1;0;1;M;10;0
82019;80000;0;Married;1;34;0;3;8;10;8.7;565217;5;0;1;$293,500.00;$337,600.00;1;1;1;M;14;2
82019;300000;0;Single;0;33;0;12;12;24;2.3;0;2;0;0;$267,000.00;$46,800.00;0;1;0;F;6;0
82019;50000;0;Married;3;33;0;5;8;11;21.1;134377;4;0;1;$265,800.00;$280,500.00;0;0;1;F;8;2
82019;100000;0;Single;0;33;0;4;5;8;24.9;395942;9;0;0;$255,600.00;$148,600.00;1;0;1;F;14;1
82019;400000;0;Cohabiting;1;31;0;6;6;12;5.7;699360;6;0;0;$234,500.00;$371,100.00;1;0;1;F;8;2
82019;200000;0;Single;0;25;0;2;3;4;6.4;128962;6;0;0;$251,200.00;$244,200.00;1;0;1;M;14;2
82019;180000;0;Single;0;51;0;18;21;24;4.2;470000;5;0;0;$415,700.00;$49,000.00;0;0;1;M;2;6
82019;60000;0;Single;0;51;0;3;6;10;16.4;377451;9;0;1;$300,700.00;$293,800.00;0;0;1;M;2;0
82019;310000;0;Married;0;46;0;8;12;20;10.1;200850;9;0;0;$339,000.00;$322,900.00;1;1;1;M;14;1
82019;40000;0;Cohabiting;3;39;0;6;10;14;16.5;528458;8;0;0;$289,200.00;$318,300.00;0;1;1;F;2;1
82019;400000;0;Married;2;36;0;15;21;24;22.3;548175;5;0;0;$242,400.00;$111,000.00;1;0;1;M;12;8
82019;400000;0;Married;1;28;0;3;5;7;10.7;509030;10;0;0;$181,300.00;$313,400.00;1;1;1;F;14;3
